,filename,mAP
271,F:\Datasets\TFMTestRemake\CropInput\175_Arucas_frame_01_49_55_000.jpg,1.0
272,F:\Datasets\TFMTestRemake\CropInput\179_Arucas_frame_01_45_55_000.jpg,1.0
273,F:\Datasets\TFMTestRemake\CropInput\17_Arucas_frame_01_28_10_000.jpg,1.0
274,F:\Datasets\TFMTestRemake\CropInput\186_Arucas_frame_01_26_15_000.jpg,1.0
275,F:\Datasets\TFMTestRemake\CropInput\187_ParqueSur_frame_12_40_17_000.jpg,1.0
276,F:\Datasets\TFMTestRemake\CropInput\188_ParqueSur_frame_12_40_17_000.jpg,0.0
277,F:\Datasets\TFMTestRemake\CropInput\18_Arucas_frame_01_44_35_000.jpg,1.0
278,F:\Datasets\TFMTestRemake\CropInput\190_Arucas_frame_01_48_22_000.jpg,1.0
279,F:\Datasets\TFMTestRemake\CropInput\193_ParqueSur_frame_17_59_10_000.jpg,1.0
280,F:\Datasets\TFMTestRemake\CropInput\194_ParqueSur_frame_17_59_10_000.jpg,0.0
281,F:\Datasets\TFMTestRemake\CropInput\198_PresaDeHornos_frame_10_47_33_000.jpg,1.0
282,F:\Datasets\TFMTestRemake\CropInput\199_PresaDeHornos_frame_11_08_58_000.jpg,0.5
283,F:\Datasets\TFMTestRemake\CropInput\19_Arucas_frame_01_44_35_000.jpg,0.0
284,F:\Datasets\TFMTestRemake\CropInput\200_Arucas_frame_01_16_47_000.jpg,1.0
285,F:\Datasets\TFMTestRemake\CropInput\201_Arucas_frame_01_16_47_000.jpg,0.0
286,F:\Datasets\TFMTestRemake\CropInput\203_Arucas_frame_01_16_47_000.jpg,0.0
287,F:\Datasets\TFMTestRemake\CropInput\204_Arucas_frame_01_14_30_000.jpg,0.0
288,F:\Datasets\TFMTestRemake\CropInput\206_Arucas_frame_01_39_57_000.jpg,1.0
289,F:\Datasets\TFMTestRemake\CropInput\207_Arucas_frame_01_39_57_000.jpg,0.0
290,F:\Datasets\TFMTestRemake\CropInput\210_Ayagaures_frame_17_40_28_000.jpg,1.0
291,F:\Datasets\TFMTestRemake\CropInput\211_Ayagaures_frame_17_40_28_000.jpg,1.0
292,F:\Datasets\TFMTestRemake\CropInput\215_Ayagaures_frame_18_30_54_000.jpg,1.0
293,F:\Datasets\TFMTestRemake\CropInput\21_Arucas_frame_01_18_35_000.jpg,0.0
294,F:\Datasets\TFMTestRemake\CropInput\222_Arucas_frame_01_47_24_000.jpg,1.0
295,F:\Datasets\TFMTestRemake\CropInput\226_Arucas_frame_01_17_12_000.jpg,1.0
296,F:\Datasets\TFMTestRemake\CropInput\230_Arucas_frame_01_17_12_000.jpg,0.0
297,F:\Datasets\TFMTestRemake\CropInput\231_Arucas_frame_01_17_12_000.jpg,0.0
298,F:\Datasets\TFMTestRemake\CropInput\238_Arucas_frame_01_38_36_000.jpg,1.0
299,F:\Datasets\TFMTestRemake\CropInput\240_Arucas_frame_01_38_36_000.jpg,0.0
300,F:\Datasets\TFMTestRemake\CropInput\243_Arucas_frame_01_38_36_000.jpg,0.0
301,F:\Datasets\TFMTestRemake\CropInput\249_Arucas_frame_01_42_33_000.jpg,0.5
302,F:\Datasets\TFMTestRemake\CropInput\24_Arucas_frame_01_18_35_000.jpg,1.0
303,F:\Datasets\TFMTestRemake\CropInput\256_Ayagaures_frame_16_16_50_000.jpg,1.0
304,F:\Datasets\TFMTestRemake\CropInput\257_Ayagaures_frame_16_16_50_000.jpg,0.0
305,F:\Datasets\TFMTestRemake\CropInput\259_ParqueSur_frame_19_14_25_000.jpg,1.0
306,F:\Datasets\TFMTestRemake\CropInput\25_Arucas_frame_01_27_30_000.jpg,1.0
307,F:\Datasets\TFMTestRemake\CropInput\261_Arucas_frame_01_37_00_000.jpg,1.0
308,F:\Datasets\TFMTestRemake\CropInput\262_Arucas_frame_01_37_00_000.jpg,0.0
309,F:\Datasets\TFMTestRemake\CropInput\265_Arucas_frame_01_22_05_000.jpg,1.0
310,F:\Datasets\TFMTestRemake\CropInput\26_Arucas_frame_01_27_30_000.jpg,1.0
311,F:\Datasets\TFMTestRemake\CropInput\274_Arucas_frame_01_50_46_000.jpg,1.0
312,F:\Datasets\TFMTestRemake\CropInput\276_ParqueSur_frame_20_17_38_000.jpg,1.0
313,F:\Datasets\TFMTestRemake\CropInput\277_ParqueSur_frame_19_34_54_000.jpg,1.0
314,F:\Datasets\TFMTestRemake\CropInput\279_Arucas_frame_01_38_35_000.jpg,1.0
315,F:\Datasets\TFMTestRemake\CropInput\283_Arucas_frame_01_30_12_000.jpg,1.0
316,F:\Datasets\TFMTestRemake\CropInput\285_Arucas_frame_01_30_12_000.jpg,0.0
317,F:\Datasets\TFMTestRemake\CropInput\287_Arucas_frame_01_42_30_000.jpg,1.0
318,F:\Datasets\TFMTestRemake\CropInput\289_Arucas_frame_01_42_30_000.jpg,0.0
319,F:\Datasets\TFMTestRemake\CropInput\290_Arucas_frame_01_34_34_000.jpg,1.0
320,F:\Datasets\TFMTestRemake\CropInput\293_PresaDeHornos_frame_10_01_25_000.jpg,1.0
321,F:\Datasets\TFMTestRemake\CropInput\294_Arucas_frame_01_31_21_000.jpg,1.0
322,F:\Datasets\TFMTestRemake\CropInput\2_Ayagaures_frame_18_45_40_000.jpg,0.0
323,F:\Datasets\TFMTestRemake\CropInput\303_Arucas_frame_01_12_08_000.jpg,0.0
324,F:\Datasets\TFMTestRemake\CropInput\305_Arucas_frame_01_12_08_000.jpg,1.0
325,F:\Datasets\TFMTestRemake\CropInput\307_Arucas_frame_01_27_46_000.jpg,0.0
326,F:\Datasets\TFMTestRemake\CropInput\309_Arucas_frame_01_27_46_000.jpg,0.0
327,F:\Datasets\TFMTestRemake\CropInput\30_Arucas_frame_01_42_47_000.jpg,1.0
328,F:\Datasets\TFMTestRemake\CropInput\313_Arucas_frame_01_51_43_000.jpg,1.0
329,F:\Datasets\TFMTestRemake\CropInput\315_Arucas_frame_01_38_42_000.jpg,1.0
330,F:\Datasets\TFMTestRemake\CropInput\31_Arucas_frame_01_42_47_000.jpg,0.0
331,F:\Datasets\TFMTestRemake\CropInput\321_Ayagaures_frame_15_43_41_000.jpg,1.0
332,F:\Datasets\TFMTestRemake\CropInput\322_Ayagaures_frame_15_43_41_000.jpg,0.0
333,F:\Datasets\TFMTestRemake\CropInput\324_Arucas_frame_01_18_44_000.jpg,0.0
334,F:\Datasets\TFMTestRemake\CropInput\325_Arucas_frame_01_18_44_000.jpg,1.0
335,F:\Datasets\TFMTestRemake\CropInput\326_ParqueSur_frame_15_53_55_000.jpg,0.5
336,F:\Datasets\TFMTestRemake\CropInput\329_ParqueSur_frame_14_57_58_000.jpg,1.0
337,F:\Datasets\TFMTestRemake\CropInput\330_ParqueSur_frame_20_20_43_000.jpg,1.0
338,F:\Datasets\TFMTestRemake\CropInput\337_Arucas_frame_01_34_02_000.jpg,1.0
339,F:\Datasets\TFMTestRemake\CropInput\339_Arucas_frame_01_49_52_000.jpg,1.0
340,F:\Datasets\TFMTestRemake\CropInput\33_Arucas_frame_01_40_40_000.jpg,0.5
341,F:\Datasets\TFMTestRemake\CropInput\341_Arucas_frame_01_49_52_000.jpg,0.5
342,F:\Datasets\TFMTestRemake\CropInput\342_Arucas_frame_01_49_52_000.jpg,0.0
343,F:\Datasets\TFMTestRemake\CropInput\344_Ayagaures_frame_13_32_58_000.jpg,1.0
344,F:\Datasets\TFMTestRemake\CropInput\345_Ayagaures_frame_13_32_58_000.jpg,0.0
345,F:\Datasets\TFMTestRemake\CropInput\346_Ayagaures_frame_13_32_58_000.jpg,0.0
346,F:\Datasets\TFMTestRemake\CropInput\348_Arucas_frame_01_24_51_000.jpg,0.0
347,F:\Datasets\TFMTestRemake\CropInput\351_Arucas_frame_01_24_51_000.jpg,1.0
348,F:\Datasets\TFMTestRemake\CropInput\353_Arucas_frame_01_23_52_000.jpg,1.0
349,F:\Datasets\TFMTestRemake\CropInput\355_Arucas_frame_01_23_52_000.jpg,1.0
350,F:\Datasets\TFMTestRemake\CropInput\357_Arucas_frame_01_23_52_000.jpg,1.0
351,F:\Datasets\TFMTestRemake\CropInput\360_Arucas_frame_01_35_30_000.jpg,1.0
352,F:\Datasets\TFMTestRemake\CropInput\364_ParqueSur_frame_20_23_51_000.jpg,1.0
353,F:\Datasets\TFMTestRemake\CropInput\366_Arucas_frame_01_52_18_000.jpg,1.0
354,F:\Datasets\TFMTestRemake\CropInput\369_Ayagaures_frame_18_34_26_000.jpg,0.0
355,F:\Datasets\TFMTestRemake\CropInput\36_Ayagaures_frame_15_23_43_000.jpg,1.0
356,F:\Datasets\TFMTestRemake\CropInput\370_Ayagaures_frame_18_34_26_000.jpg,1.0
357,F:\Datasets\TFMTestRemake\CropInput\374_Arucas_frame_01_48_28_000.jpg,1.0
358,F:\Datasets\TFMTestRemake\CropInput\375_Arucas_frame_01_48_28_000.jpg,1.0
359,F:\Datasets\TFMTestRemake\CropInput\377_Arucas_frame_01_41_55_000.jpg,1.0
360,F:\Datasets\TFMTestRemake\CropInput\379_Arucas_frame_01_43_48_000.jpg,1.0
361,F:\Datasets\TFMTestRemake\CropInput\382_Ayagaures_frame_17_56_06_000.jpg,1.0
362,F:\Datasets\TFMTestRemake\CropInput\390_Arucas_frame_01_38_52_000.jpg,1.0
363,F:\Datasets\TFMTestRemake\CropInput\392_Arucas_frame_01_48_25_000.jpg,0.0
364,F:\Datasets\TFMTestRemake\CropInput\394_Arucas_frame_01_48_25_000.jpg,1.0
365,F:\Datasets\TFMTestRemake\CropInput\398_Arucas_frame_01_26_16_000.jpg,1.0
366,F:\Datasets\TFMTestRemake\CropInput\402_Ayagaures_frame_17_42_28_000.jpg,1.0
367,F:\Datasets\TFMTestRemake\CropInput\406_PresaDeHornos_frame_09_03_47_000.jpg,1.0
368,F:\Datasets\TFMTestRemake\CropInput\407_PresaDeHornos_frame_09_59_21_000.jpg,1.0
369,F:\Datasets\TFMTestRemake\CropInput\409_ParqueSur_frame_16_39_33_000.jpg,1.0
370,F:\Datasets\TFMTestRemake\CropInput\412_Ayagaures_frame_13_17_33_000.jpg,1.0
371,F:\Datasets\TFMTestRemake\CropInput\416_Arucas_frame_01_16_45_000.jpg,1.0
372,F:\Datasets\TFMTestRemake\CropInput\418_Arucas_frame_01_16_45_000.jpg,0.0
373,F:\Datasets\TFMTestRemake\CropInput\419_Ayagaures_frame_18_06_49_000.jpg,1.0
374,F:\Datasets\TFMTestRemake\CropInput\41_Arucas_frame_01_32_24_000.jpg,1.0
375,F:\Datasets\TFMTestRemake\CropInput\422_Arucas_frame_01_30_54_000.jpg,1.0
376,F:\Datasets\TFMTestRemake\CropInput\423_Arucas_frame_01_30_54_000.jpg,0.0
377,F:\Datasets\TFMTestRemake\CropInput\426_Arucas_frame_01_39_02_000.jpg,1.0
378,F:\Datasets\TFMTestRemake\CropInput\431_Arucas_frame_01_50_42_000.jpg,1.0
379,F:\Datasets\TFMTestRemake\CropInput\436_Arucas_frame_01_52_15_000.jpg,0.0
380,F:\Datasets\TFMTestRemake\CropInput\440_Arucas_frame_01_52_14_000.jpg,0.0
381,F:\Datasets\TFMTestRemake\CropInput\441_Arucas_frame_01_52_14_000.jpg,0.0
382,F:\Datasets\TFMTestRemake\CropInput\442_Arucas_frame_01_52_14_000.jpg,0.0
383,F:\Datasets\TFMTestRemake\CropInput\443_Arucas_frame_01_52_14_000.jpg,1.0
384,F:\Datasets\TFMTestRemake\CropInput\446_Arucas_frame_01_51_19_000.jpg,1.0
385,F:\Datasets\TFMTestRemake\CropInput\451_Ayagaures_frame_18_49_18_000.jpg,1.0
386,F:\Datasets\TFMTestRemake\CropInput\458_ParqueSur_frame_19_17_44_000.jpg,1.0
387,F:\Datasets\TFMTestRemake\CropInput\459_Arucas_frame_01_33_02_000.jpg,1.0
388,F:\Datasets\TFMTestRemake\CropInput\45_Arucas_frame_01_37_17_000.jpg,1.0
389,F:\Datasets\TFMTestRemake\CropInput\460_Arucas_frame_01_33_02_000.jpg,1.0
390,F:\Datasets\TFMTestRemake\CropInput\463_Arucas_frame_01_33_02_000.jpg,1.0
391,F:\Datasets\TFMTestRemake\CropInput\467_Arucas_frame_01_37_25_000.jpg,1.0
392,F:\Datasets\TFMTestRemake\CropInput\474_Arucas_frame_01_31_51_000.jpg,1.0
393,F:\Datasets\TFMTestRemake\CropInput\478_Arucas_frame_01_49_03_000.jpg,1.0
394,F:\Datasets\TFMTestRemake\CropInput\481_Ayagaures_frame_16_50_55_000.jpg,0.0
395,F:\Datasets\TFMTestRemake\CropInput\482_Ayagaures_frame_16_50_55_000.jpg,1.0
396,F:\Datasets\TFMTestRemake\CropInput\485_Arucas_frame_01_50_54_000.jpg,1.0
397,F:\Datasets\TFMTestRemake\CropInput\486_Arucas_frame_01_50_54_000.jpg,0.0
398,F:\Datasets\TFMTestRemake\CropInput\489_Ayagaures_frame_16_00_09_000.jpg,0.0
399,F:\Datasets\TFMTestRemake\CropInput\48_Arucas_frame_01_37_17_000.jpg,0.0
400,F:\Datasets\TFMTestRemake\CropInput\493_Ayagaures_frame_15_10_55_000.jpg,1.0
401,F:\Datasets\TFMTestRemake\CropInput\495_Arucas_frame_01_53_02_000.jpg,1.0
402,F:\Datasets\TFMTestRemake\CropInput\498_Arucas_frame_01_36_03_000.jpg,1.0
403,F:\Datasets\TFMTestRemake\CropInput\502_PresaDeHornos_frame_07_52_13_000.jpg,1.0
404,F:\Datasets\TFMTestRemake\CropInput\504_Ayagaures_frame_17_11_00_000.jpg,1.0
405,F:\Datasets\TFMTestRemake\CropInput\505_Ayagaures_frame_17_11_00_000.jpg,0.0
406,F:\Datasets\TFMTestRemake\CropInput\511_Ayagaures_frame_11_22_48_000.jpg,0.0
407,F:\Datasets\TFMTestRemake\CropInput\512_Ayagaures_frame_11_22_48_000.jpg,1.0
408,F:\Datasets\TFMTestRemake\CropInput\514_ParqueSur_frame_18_44_48_000.jpg,1.0
409,F:\Datasets\TFMTestRemake\CropInput\51_Arucas_frame_01_46_56_000.jpg,1.0
410,F:\Datasets\TFMTestRemake\CropInput\522_Arucas_frame_01_30_22_000.jpg,0.5
411,F:\Datasets\TFMTestRemake\CropInput\526_Arucas_frame_01_30_22_000.jpg,0.0
412,F:\Datasets\TFMTestRemake\CropInput\527_Arucas_frame_01_16_48_000.jpg,0.0
413,F:\Datasets\TFMTestRemake\CropInput\528_Arucas_frame_01_16_48_000.jpg,1.0
414,F:\Datasets\TFMTestRemake\CropInput\531_Arucas_frame_01_21_27_000.jpg,1.0
415,F:\Datasets\TFMTestRemake\CropInput\533_Arucas_frame_01_21_27_000.jpg,0.0
416,F:\Datasets\TFMTestRemake\CropInput\536_Arucas_frame_01_21_27_000.jpg,1.0
417,F:\Datasets\TFMTestRemake\CropInput\539_Arucas_frame_01_27_50_000.jpg,0.0
418,F:\Datasets\TFMTestRemake\CropInput\541_Arucas_frame_01_27_50_000.jpg,1.0
419,F:\Datasets\TFMTestRemake\CropInput\545_Arucas_frame_01_52_04_000.jpg,1.0
420,F:\Datasets\TFMTestRemake\CropInput\547_Ayagaures_frame_13_33_01_000.jpg,1.0
421,F:\Datasets\TFMTestRemake\CropInput\550_Arucas_frame_01_51_55_000.jpg,1.0
422,F:\Datasets\TFMTestRemake\CropInput\551_Arucas_frame_01_51_55_000.jpg,1.0
423,F:\Datasets\TFMTestRemake\CropInput\555_Arucas_frame_01_51_55_000.jpg,1.0
424,F:\Datasets\TFMTestRemake\CropInput\558_Arucas_frame_01_27_57_000.jpg,1.0
425,F:\Datasets\TFMTestRemake\CropInput\55_Arucas_frame_01_37_03_000.jpg,1.0
426,F:\Datasets\TFMTestRemake\CropInput\560_Arucas_frame_01_46_50_000.jpg,0.0
427,F:\Datasets\TFMTestRemake\CropInput\562_Arucas_frame_01_46_50_000.jpg,0.0
428,F:\Datasets\TFMTestRemake\CropInput\563_Arucas_frame_01_46_50_000.jpg,1.0
429,F:\Datasets\TFMTestRemake\CropInput\564_Arucas_frame_01_45_48_000.jpg,1.0
430,F:\Datasets\TFMTestRemake\CropInput\565_Arucas_frame_01_45_48_000.jpg,0.0
431,F:\Datasets\TFMTestRemake\CropInput\567_Arucas_frame_01_45_48_000.jpg,0.0
432,F:\Datasets\TFMTestRemake\CropInput\568_PresaDeHornos_frame_07_53_54_000.jpg,1.0
433,F:\Datasets\TFMTestRemake\CropInput\571_Arucas_frame_01_51_33_000.jpg,1.0
434,F:\Datasets\TFMTestRemake\CropInput\573_Arucas_frame_01_51_33_000.jpg,1.0
435,F:\Datasets\TFMTestRemake\CropInput\574_ParqueSur_frame_18_15_39_000.jpg,0.0
436,F:\Datasets\TFMTestRemake\CropInput\576_Ayagaures_frame_16_15_31_000.jpg,1.0
437,F:\Datasets\TFMTestRemake\CropInput\577_Arucas_frame_01_34_46_000.jpg,1.0
438,F:\Datasets\TFMTestRemake\CropInput\578_Arucas_frame_01_34_46_000.jpg,1.0
439,F:\Datasets\TFMTestRemake\CropInput\582_Arucas_frame_01_49_44_000.jpg,0.0
440,F:\Datasets\TFMTestRemake\CropInput\583_Arucas_frame_01_49_44_000.jpg,1.0
441,F:\Datasets\TFMTestRemake\CropInput\584_Arucas_frame_01_49_44_000.jpg,0.0
442,F:\Datasets\TFMTestRemake\CropInput\588_Arucas_frame_01_50_55_000.jpg,1.0
443,F:\Datasets\TFMTestRemake\CropInput\589_Arucas_frame_01_50_55_000.jpg,0.0
444,F:\Datasets\TFMTestRemake\CropInput\591_Arucas_frame_01_50_55_000.jpg,0.0
445,F:\Datasets\TFMTestRemake\CropInput\592_PresaDeHornos_frame_10_01_01_000.jpg,1.0
446,F:\Datasets\TFMTestRemake\CropInput\593_ParqueSur_frame_18_46_02_000.jpg,1.0
447,F:\Datasets\TFMTestRemake\CropInput\594_Arucas_frame_01_30_50_000.jpg,0.0
448,F:\Datasets\TFMTestRemake\CropInput\595_Arucas_frame_01_30_50_000.jpg,1.0
449,F:\Datasets\TFMTestRemake\CropInput\598_Arucas_frame_01_40_18_000.jpg,1.0
450,F:\Datasets\TFMTestRemake\CropInput\599_Arucas_frame_01_40_18_000.jpg,1.0
451,F:\Datasets\TFMTestRemake\CropInput\600_Arucas_frame_01_51_54_000.jpg,1.0
452,F:\Datasets\TFMTestRemake\CropInput\602_Arucas_frame_01_30_53_000.jpg,0.0
453,F:\Datasets\TFMTestRemake\CropInput\603_Arucas_frame_01_30_53_000.jpg,1.0
454,F:\Datasets\TFMTestRemake\CropInput\606_Arucas_frame_01_52_20_000.jpg,1.0
455,F:\Datasets\TFMTestRemake\CropInput\607_Arucas_frame_01_52_20_000.jpg,1.0
456,F:\Datasets\TFMTestRemake\CropInput\609_Arucas_frame_01_52_20_000.jpg,0.0
457,F:\Datasets\TFMTestRemake\CropInput\60_Ayagaures_frame_16_10_18_000.jpg,1.0
458,F:\Datasets\TFMTestRemake\CropInput\610_Arucas_frame_01_39_44_000.jpg,1.0
459,F:\Datasets\TFMTestRemake\CropInput\614_PresaDeHornos_frame_10_54_19_000.jpg,0.0
460,F:\Datasets\TFMTestRemake\CropInput\615_PresaDeHornos_frame_11_04_36_000.jpg,1.0
461,F:\Datasets\TFMTestRemake\CropInput\617_Arucas_frame_01_48_10_000.jpg,1.0
462,F:\Datasets\TFMTestRemake\CropInput\622_Arucas_frame_01_18_19_000.jpg,1.0
463,F:\Datasets\TFMTestRemake\CropInput\623_Arucas_frame_01_18_19_000.jpg,0.0
464,F:\Datasets\TFMTestRemake\CropInput\624_Arucas_frame_01_33_53_000.jpg,1.0
465,F:\Datasets\TFMTestRemake\CropInput\626_Arucas_frame_01_33_53_000.jpg,0.0
466,F:\Datasets\TFMTestRemake\CropInput\627_Arucas_frame_01_33_53_000.jpg,0.0
467,F:\Datasets\TFMTestRemake\CropInput\628_Arucas_frame_01_33_53_000.jpg,0.0
468,F:\Datasets\TFMTestRemake\CropInput\631_Arucas_frame_01_29_35_000.jpg,1.0
469,F:\Datasets\TFMTestRemake\CropInput\632_ParqueSur_frame_16_39_32_000.jpg,1.0
470,F:\Datasets\TFMTestRemake\CropInput\635_Arucas_frame_01_38_19_000.jpg,1.0
471,F:\Datasets\TFMTestRemake\CropInput\636_Arucas_frame_01_38_19_000.jpg,1.0
472,F:\Datasets\TFMTestRemake\CropInput\63_Arucas_frame_01_44_13_000.jpg,1.0
473,F:\Datasets\TFMTestRemake\CropInput\640_ParqueSur_frame_14_50_14_000.jpg,1.0
474,F:\Datasets\TFMTestRemake\CropInput\642_Arucas_frame_01_35_44_000.jpg,1.0
475,F:\Datasets\TFMTestRemake\CropInput\646_Arucas_frame_01_39_16_000.jpg,1.0
476,F:\Datasets\TFMTestRemake\CropInput\647_Arucas_frame_01_39_16_000.jpg,0.0
477,F:\Datasets\TFMTestRemake\CropInput\648_Arucas_frame_01_39_16_000.jpg,1.0
478,F:\Datasets\TFMTestRemake\CropInput\64_Arucas_frame_01_44_13_000.jpg,0.0
479,F:\Datasets\TFMTestRemake\CropInput\650_Arucas_frame_01_32_26_000.jpg,1.0
480,F:\Datasets\TFMTestRemake\CropInput\657_Ayagaures_frame_13_19_12_000.jpg,0.0
481,F:\Datasets\TFMTestRemake\CropInput\662_Arucas_frame_01_44_40_000.jpg,1.0
482,F:\Datasets\TFMTestRemake\CropInput\663_Arucas_frame_01_44_40_000.jpg,1.0
483,F:\Datasets\TFMTestRemake\CropInput\666_PresaDeHornos_frame_11_04_17_000.jpg,1.0
484,F:\Datasets\TFMTestRemake\CropInput\668_Ayagaures_frame_18_38_43_000.jpg,1.0
485,F:\Datasets\TFMTestRemake\CropInput\675_PresaDeHornos_frame_10_01_24_000.jpg,1.0
486,F:\Datasets\TFMTestRemake\CropInput\677_Ayagaures_frame_16_08_43_000.jpg,1.0
487,F:\Datasets\TFMTestRemake\CropInput\679_Arucas_frame_01_37_31_000.jpg,1.0
488,F:\Datasets\TFMTestRemake\CropInput\67_Arucas_frame_01_51_36_000.jpg,1.0
489,F:\Datasets\TFMTestRemake\CropInput\680_Arucas_frame_01_37_31_000.jpg,0.0
490,F:\Datasets\TFMTestRemake\CropInput\682_Arucas_frame_01_49_04_000.jpg,1.0
491,F:\Datasets\TFMTestRemake\CropInput\685_ParqueSur_frame_18_00_07_000.jpg,1.0
492,F:\Datasets\TFMTestRemake\CropInput\687_ParqueSur_frame_16_33_18_000.jpg,0.0
493,F:\Datasets\TFMTestRemake\CropInput\688_ParqueSur_frame_16_33_18_000.jpg,1.0
494,F:\Datasets\TFMTestRemake\CropInput\689_Arucas_frame_01_40_52_000.jpg,1.0
495,F:\Datasets\TFMTestRemake\CropInput\695_ParqueSur_frame_19_57_12_000.jpg,1.0
496,F:\Datasets\TFMTestRemake\CropInput\696_Arucas_frame_01_49_46_000.jpg,1.0
497,F:\Datasets\TFMTestRemake\CropInput\699_Ayagaures_frame_17_58_22_000.jpg,1.0
498,F:\Datasets\TFMTestRemake\CropInput\704_Arucas_frame_01_47_59_000.jpg,1.0
499,F:\Datasets\TFMTestRemake\CropInput\705_Arucas_frame_01_47_59_000.jpg,0.0
500,F:\Datasets\TFMTestRemake\CropInput\707_Arucas_frame_01_47_59_000.jpg,0.0
501,F:\Datasets\TFMTestRemake\CropInput\710_Arucas_frame_01_08_02_000.jpg,0.5
502,F:\Datasets\TFMTestRemake\CropInput\711_ParqueSur_frame_19_21_44_000.jpg,1.0
503,F:\Datasets\TFMTestRemake\CropInput\714_Arucas_frame_01_50_44_000.jpg,1.0
504,F:\Datasets\TFMTestRemake\CropInput\718_Arucas_frame_01_49_02_000.jpg,1.0
505,F:\Datasets\TFMTestRemake\CropInput\71_Arucas_frame_01_41_01_000.jpg,0.5
506,F:\Datasets\TFMTestRemake\CropInput\724_Arucas_frame_01_37_16_000.jpg,1.0
507,F:\Datasets\TFMTestRemake\CropInput\728_ParqueSur_frame_19_42_08_000.jpg,0.0
508,F:\Datasets\TFMTestRemake\CropInput\729_ParqueSur_frame_19_42_08_000.jpg,1.0
509,F:\Datasets\TFMTestRemake\CropInput\72_Arucas_frame_01_32_56_000.jpg,1.0
510,F:\Datasets\TFMTestRemake\CropInput\730_Arucas_frame_01_46_01_000.jpg,0.0
511,F:\Datasets\TFMTestRemake\CropInput\731_Arucas_frame_01_46_01_000.jpg,1.0
512,F:\Datasets\TFMTestRemake\CropInput\737_Arucas_frame_01_36_44_000.jpg,1.0
513,F:\Datasets\TFMTestRemake\CropInput\740_Arucas_frame_01_37_37_000.jpg,1.0
514,F:\Datasets\TFMTestRemake\CropInput\741_Arucas_frame_01_37_37_000.jpg,0.0
515,F:\Datasets\TFMTestRemake\CropInput\744_Ayagaures_frame_16_14_38_000.jpg,1.0
516,F:\Datasets\TFMTestRemake\CropInput\745_ParqueSur_frame_20_23_52_000.jpg,1.0
517,F:\Datasets\TFMTestRemake\CropInput\748_Arucas_frame_01_31_32_000.jpg,1.0
518,F:\Datasets\TFMTestRemake\CropInput\749_Arucas_frame_01_41_00_000.jpg,1.0
519,F:\Datasets\TFMTestRemake\CropInput\74_Arucas_frame_01_32_56_000.jpg,0.0
520,F:\Datasets\TFMTestRemake\CropInput\750_Arucas_frame_01_41_00_000.jpg,0.0
521,F:\Datasets\TFMTestRemake\CropInput\754_Arucas_frame_01_40_16_000.jpg,0.0
522,F:\Datasets\TFMTestRemake\CropInput\755_Arucas_frame_01_40_16_000.jpg,0.0
523,F:\Datasets\TFMTestRemake\CropInput\759_Arucas_frame_01_34_28_000.jpg,1.0
524,F:\Datasets\TFMTestRemake\CropInput\763_Ayagaures_frame_17_33_15_000.jpg,1.0
525,F:\Datasets\TFMTestRemake\CropInput\767_Arucas_frame_01_41_13_000.jpg,0.0
526,F:\Datasets\TFMTestRemake\CropInput\768_Arucas_frame_01_41_13_000.jpg,1.0
527,F:\Datasets\TFMTestRemake\CropInput\770_Arucas_frame_01_41_13_000.jpg,0.0
528,F:\Datasets\TFMTestRemake\CropInput\773_ParqueSur_frame_15_23_47_000.jpg,0.0
529,F:\Datasets\TFMTestRemake\CropInput\775_ParqueSur_frame_15_23_47_000.jpg,0.0
530,F:\Datasets\TFMTestRemake\CropInput\776_ParqueSur_frame_15_23_47_000.jpg,1.0
531,F:\Datasets\TFMTestRemake\CropInput\778_Arucas_frame_01_45_10_000.jpg,1.0
532,F:\Datasets\TFMTestRemake\CropInput\779_Arucas_frame_01_33_10_000.jpg,1.0
533,F:\Datasets\TFMTestRemake\CropInput\77_Arucas_frame_01_48_08_000.jpg,1.0
534,F:\Datasets\TFMTestRemake\CropInput\782_Arucas_frame_01_25_08_000.jpg,1.0
535,F:\Datasets\TFMTestRemake\CropInput\787_Arucas_frame_01_51_29_000.jpg,0.5
536,F:\Datasets\TFMTestRemake\CropInput\789_Ayagaures_frame_18_11_31_000.jpg,1.0
537,F:\Datasets\TFMTestRemake\CropInput\78_ParqueSur_frame_16_03_39_000.jpg,1.0
538,F:\Datasets\TFMTestRemake\CropInput\790_Ayagaures_frame_18_11_31_000.jpg,1.0
539,F:\Datasets\TFMTestRemake\CropInput\792_Arucas_frame_01_09_51_000.jpg,1.0
540,F:\Datasets\TFMTestRemake\CropInput\798_Arucas_frame_01_09_51_000.jpg,0.0
541,F:\Datasets\TFMTestRemake\CropInput\800_Arucas_frame_01_41_58_000.jpg,1.0
542,F:\Datasets\TFMTestRemake\CropInput\805_ParqueSur_frame_20_23_07_000.jpg,0.0
543,F:\Datasets\TFMTestRemake\CropInput\806_ParqueSur_frame_20_23_07_000.jpg,1.0
544,F:\Datasets\TFMTestRemake\CropInput\807_ParqueSur_frame_18_47_09_000.jpg,1.0
545,F:\Datasets\TFMTestRemake\CropInput\808_ParqueSur_frame_18_47_09_000.jpg,1.0
