,filename,mAP
273,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_19_41_31_000.jpg,0.0
274,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_19_42_08_000.jpg,0.0
275,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_19_57_12_000.jpg,0.0
276,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_19_57_13_000.jpg,1.0
277,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_20_17_35_000.jpg,0.0
278,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_20_17_38_000.jpg,1.0
279,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_20_20_43_000.jpg,1.0
280,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_20_23_07_000.jpg,1.0
281,F:\Datasets\TFMTestRemake\OriginalInput\ParqueSur_frame_20_23_52_000.jpg,1.0
282,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_07_52_13_000.jpg,0.5
283,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_07_53_54_000.jpg,1.0
284,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_09_03_47_000.jpg,1.0
285,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_09_59_20_000.jpg,1.0
286,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_09_59_21_000.jpg,1.0
287,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_01_01_000.jpg,1.0
288,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_01_03_000.jpg,1.0
289,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_01_24_000.jpg,1.0
290,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_01_25_000.jpg,1.0
291,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_05_38_000.jpg,1.0
292,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_21_29_000.jpg,1.0
293,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_24_58_000.jpg,1.0
294,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_38_51_000.jpg,1.0
295,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_47_33_000.jpg,1.0
296,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_10_54_19_000.jpg,1.0
297,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_04_16_000.jpg,1.0
298,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_04_17_000.jpg,1.0
299,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_04_37_000.jpg,1.0
300,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_08_58_000.jpg,1.0
301,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_12_35_000.jpg,1.0
302,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_15_45_000.jpg,1.0
303,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_36_46_000.jpg,1.0
304,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_39_40_000.jpg,1.0
305,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_54_42_000.jpg,1.0
306,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_54_51_000.jpg,1.0
307,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_56_17_000.jpg,1.0
308,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_11_58_43_000.jpg,1.0
309,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_01_32_000.jpg,0.0
310,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_09_50_000.jpg,1.0
311,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_10_00_000.jpg,1.0
312,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_17_33_000.jpg,0.0
313,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_22_20_000.jpg,1.0
314,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_22_49_000.jpg,1.0
315,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_23_39_000.jpg,1.0
316,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_30_43_000.jpg,0.0
317,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_36_57_000.jpg,1.0
318,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_39_20_000.jpg,0.0
319,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_40_01_000.jpg,0.6666666865348816
320,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_40_59_000.jpg,1.0
321,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_41_00_000.jpg,1.0
322,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_44_16_000.jpg,1.0
323,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_47_07_000.jpg,1.0
324,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_52_46_000.jpg,1.0
325,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_55_13_000.jpg,0.5
326,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_58_41_000.jpg,1.0
327,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_58_42_000.jpg,1.0
328,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_12_58_43_000.jpg,1.0
329,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_00_38_000.jpg,0.1666666716337204
330,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_06_10_000.jpg,1.0
331,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_08_23_000.jpg,0.0
332,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_12_54_000.jpg,1.0
333,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_16_11_000.jpg,1.0
334,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_16_12_000.jpg,1.0
335,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_20_22_000.jpg,1.0
336,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_20_23_000.jpg,0.5
337,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_28_11_000.jpg,0.5
338,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_28_15_000.jpg,1.0
339,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_29_54_000.jpg,1.0
340,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_33_41_000.jpg,1.0
341,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_34_11_000.jpg,1.0
342,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_37_47_000.jpg,1.0
343,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_40_31_000.jpg,1.0
344,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_40_41_000.jpg,0.3333333432674408
345,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_40_43_000.jpg,1.0
346,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_40_44_000.jpg,0.5
347,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_41_34_000.jpg,1.0
348,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_42_11_000.jpg,0.0
349,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_43_18_000.jpg,1.0
350,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_44_23_000.jpg,1.0
351,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_44_25_000.jpg,1.0
352,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_48_32_000.jpg,0.0
353,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_48_33_000.jpg,0.0
354,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_13_48_41_000.jpg,0.5
355,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_14_05_43_000.jpg,1.0
356,F:\Datasets\TFMTestRemake\OriginalInput\PresaDeHornos_frame_14_07_32_000.jpg,0.0
357,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_17_23_000.jpg,1.0
358,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_20_03_000.jpg,1.0
359,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_27_32_000.jpg,1.0
360,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_27_55_000.jpg,0.0
361,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_30_58_000.jpg,1.0
362,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_32_44_000.jpg,1.0
363,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_34_07_000.jpg,1.0
364,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_41_19_000.jpg,0.5
365,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_45_40_000.jpg,0.0
366,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_50_16_000.jpg,1.0
367,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_01_54_25_000.jpg,1.0
368,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_00_58_000.jpg,1.0
369,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_03_44_000.jpg,0.0
370,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_04_06_000.jpg,1.0
371,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_04_18_000.jpg,1.0
372,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_04_19_000.jpg,1.0
373,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_04_48_000.jpg,1.0
374,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_06_47_000.jpg,1.0
375,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_06_48_000.jpg,1.0
376,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_07_55_000.jpg,1.0
377,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_08_18_000.jpg,1.0
378,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_08_22_000.jpg,0.5
379,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_08_39_000.jpg,1.0
380,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_09_23_000.jpg,1.0
381,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_10_10_000.jpg,1.0
382,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_11_02_000.jpg,1.0
383,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_11_17_000.jpg,1.0
384,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_11_23_000.jpg,1.0
385,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_12_30_000.jpg,0.5
386,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_12_59_000.jpg,1.0
387,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_13_00_000.jpg,1.0
388,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_13_48_000.jpg,1.0
389,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_14_38_000.jpg,1.0
390,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_15_10_000.jpg,0.0
391,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_15_11_000.jpg,1.0
392,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_15_17_000.jpg,1.0
393,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_17_43_000.jpg,0.5
394,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_18_06_000.jpg,1.0
395,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_18_34_000.jpg,1.0
396,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_18_35_000.jpg,1.0
397,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_18_49_000.jpg,1.0
398,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_20_52_000.jpg,1.0
399,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_20_56_000.jpg,1.0
400,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_21_06_000.jpg,1.0
401,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_22_51_000.jpg,0.0
402,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_22_52_000.jpg,1.0
403,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_23_49_000.jpg,1.0
404,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_25_33_000.jpg,0.5
405,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_25_34_000.jpg,0.5
406,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_25_35_000.jpg,1.0
407,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_26_07_000.jpg,1.0
408,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_28_44_000.jpg,1.0
409,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_29_08_000.jpg,1.0
410,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_30_20_000.jpg,1.0
411,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_30_21_000.jpg,1.0
412,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_33_22_000.jpg,1.0
413,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_33_27_000.jpg,1.0
414,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_33_29_000.jpg,1.0
415,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_35_15_000.jpg,1.0
416,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_35_46_000.jpg,1.0
417,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_37_14_000.jpg,1.0
418,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_37_15_000.jpg,1.0
419,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_38_14_000.jpg,1.0
420,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_38_17_000.jpg,1.0
421,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_39_30_000.jpg,1.0
422,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_39_31_000.jpg,1.0
423,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_39_55_000.jpg,1.0
424,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_39_56_000.jpg,1.0
425,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_40_40_000.jpg,0.0
426,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_40_41_000.jpg,1.0
427,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_40_48_000.jpg,0.0
428,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_40_51_000.jpg,1.0
429,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_42_19_000.jpg,0.5
430,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_42_59_000.jpg,1.0
431,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_43_41_000.jpg,1.0
432,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_43_48_000.jpg,0.5
433,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_46_38_000.jpg,0.5
434,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_46_40_000.jpg,1.0
435,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_46_56_000.jpg,1.0
436,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_47_23_000.jpg,1.0
437,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_47_28_000.jpg,1.0
438,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_47_33_000.jpg,1.0
439,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_47_41_000.jpg,1.0
440,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_48_10_000.jpg,1.0
441,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_48_12_000.jpg,0.5
442,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_48_15_000.jpg,1.0
443,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_48_46_000.jpg,1.0
444,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_49_17_000.jpg,1.0
445,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_49_30_000.jpg,1.0
446,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_49_34_000.jpg,1.0
447,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_49_35_000.jpg,1.0
448,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_52_36_000.jpg,1.0
449,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_55_40_000.jpg,1.0
450,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_56_05_000.jpg,1.0
451,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_57_07_000.jpg,1.0
452,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_58_01_000.jpg,1.0
453,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_58_27_000.jpg,0.5
454,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_02_59_53_000.jpg,1.0
455,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_01_59_000.jpg,1.0
456,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_06_000.jpg,1.0
457,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_12_000.jpg,1.0
458,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_15_000.jpg,1.0
459,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_19_000.jpg,1.0
460,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_30_000.jpg,1.0
461,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_02_57_000.jpg,1.0
462,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_03_26_000.jpg,1.0
463,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_04_13_000.jpg,1.0
464,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_04_41_000.jpg,1.0
465,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_05_25_000.jpg,1.0
466,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_06_16_000.jpg,0.5
467,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_06_36_000.jpg,1.0
468,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_06_48_000.jpg,1.0
469,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_09_39_000.jpg,1.0
470,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_10_52_000.jpg,1.0
471,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_13_25_000.jpg,1.0
472,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_14_53_000.jpg,1.0
473,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_15_08_000.jpg,1.0
474,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_15_13_000.jpg,1.0
475,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_15_16_000.jpg,1.0
476,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_17_13_000.jpg,0.0
477,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_17_22_000.jpg,1.0
478,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_18_03_000.jpg,1.0
479,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_19_10_000.jpg,0.5
480,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_21_26_000.jpg,1.0
481,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_21_50_000.jpg,1.0
482,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_22_03_000.jpg,1.0
483,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_22_05_000.jpg,1.0
484,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_23_52_000.jpg,1.0
485,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_26_08_000.jpg,1.0
486,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_27_55_000.jpg,1.0
487,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_28_33_000.jpg,1.0
488,F:\Datasets\TFMTestRemake\OriginalInput\Teror_frame_03_30_16_000.jpg,1.0
